sys_sch,systemid,systemname,schoolid,schoolname,amount_19,Federal_Amt_19,State_Local_Amt_19,excluded_19,dist_enroll_19,weight_19,centralcost_19,central_fed_amt_19,central_state_amt_19,Charter_Dist_Allocation_19,Charter_Fed_Dist_Allocation_19,Charter_State_Dist_Allocation_19,total_weighted_cc_19,total_weighted_cc_fed_19,total_weighted_cc_state_19,school_with_cc_19,school_with_cc_fed_19,school_with_cc_state_19,k12_enrollment_19,school_ppe_19,school_ppe_fed_19,school_ppe_sl_19,amount_23,Federal_Amt_23,State_Local_Amt_23,excluded_23,dist_enroll_23,weight_23,centralcost_23,central_fed_amt_23,central_state_amt_23,Charter_Dist_Allocation_23,Charter_Fed_Dist_Allocation_23,Charter_State_Dist_Allocation_23,total_weighted_cc_23,total_weighted_cc_fed_23,total_weighted_cc_state_23,school_with_cc_23,school_with_cc_fed_23,school_with_cc_state_23,k12_enrollment_23,school_ppe_23,school_ppe_fed_23,school_ppe_sl_23,amount_24,Federal_Amt_24,State_Local_Amt_24,excluded_24,dist_enroll_24,weight_24,centralcost_24,central_fed_amt_24,central_state_amt_24,Charter_Dist_Allocation_24,Charter_Fed_Dist_Allocation_24,Charter_State_Dist_Allocation_24,total_weighted_cc_24,total_weighted_cc_fed_24,total_weighted_cc_state_24,school_with_cc_24,school_with_cc_fed_24,school_with_cc_state_24,k12_enrollment_24,school_ppe_24,school_ppe_fed_24,school_ppe_sl_24,schoolyear,single_score_24,single_score_23,singlescore_19,PPE_Avg,State_Local_Exp_PPE_Avg,Federal_Exp_PPE_Avg,SS_Avg,FESR,note
611109,611,Bibb County,109,Bruce Elementary School,3284443.82,358500.7,2925943.12,487639.95,21230,0.0183000005781651,43795687.5,8034665.49,35761022.01,0,0,0,801461.125,147034.390625,654426.75,4085905,505535.09375,3580369.75,389,10503.6103515625,1299.57995605469,9204.0400390625,3856223.57,837471.46,3018752.11,659840.95,20476,0.0196000002324581,79677706.86,32449456.68,47228250.18,0,0,0,1561683.125,636009.375,925673.6875,5417906.5,1473480.875,3944425.75,402,13477.3798828125,3665.3798828125,9812,4801163.88,1273020.82,3528143.06,790396.51,20447,0.0190999992191792,76258279.9599999,21565558.9,54692721.06,0,0,0,1456533.125,411902.15625,1044630.9375,6257697,1684923,4572774,390,16045.3798828125,4320.31982421875,11725.0595703125,2024,61.9,47.4,64.9,13342.12,10247.03,3095.09,58.1,1.5,
740113,740,Treutlen County,113,Treutlen Elementary School,4240204.75,400890.29,3839314.46,528257.66,1053,0.514699995517731,1433278.63,156753.26,1276525.37,0,0,0,737708.5,80680.8984375,657027.625,4977913,481571.1875,4496342,542,9184.33984375,888.510009765625,8295.830078125,5420673.26,1434677.8,3985995.46,449641.98,959,0.44530001282692,1809425.76,351127.65,1458298.11,0,0,0,805737.3125,156357.140625,649380.1875,6226410.5,1591035,4635375.5,427,14581.759765625,3726.080078125,10855.6796875,6039098.75,1714559.65,4324539.1,615520.47,925,0.456200003623962,2329546.02,536931.59,1792614.43,0,0,0,1062738.875,244948.1875,817790.6875,7101837.5,1959507.875,5142330,422,16829,4643.3798828125,12185.6201171875,2024,81,68.8,54.9,13531.7,10445.71,3085.99,68.2,2,
7611053,761,Atlanta Public Schools,1053,William M.Boyd Elementary School,6089256.37,357747.87,5731508.5,714012.55,40154,0.0109000001102686,189665292.71,16112002.97,173553289.72,0,0,0,2073836.75,175620.828125,1898215.875,8163093,533368.6875,7629724.5,436,18722.689453125,1223.31994628906,17499.369140625,7211541.22,855784.34,6355756.87999999,296269.18,37162,0.0125000001862645,317658619.62,69701144.91,247957474.72,0,0,0,3970732.75,871264.3125,3099468.5,11182274,1727048.625,9455225,463,24151.779296875,3730.1298828125,20421.650390625,8537741.73,1137461.54,7400280.19,367487.5,37529,0.0107000004500151,361642054.67,54006398.81,307635655.84,0,0,0,3869570.25,577868.5,3291701.75,12407312,1715330,10691982,400,31018.279296875,4288.330078125,26729.9609375,2024,70.7,63.3,43.7,24630.92,21550.33,3080.59,59.2,1,
647106,647,Dougherty County,106,Radium Springs Middle School,5264774.58,615503.02,4649271.56,656341.53,13781,0.0592000000178814,36735084.88,5854466.47,30880618.41,0,0,0,2473129.5,352529.53125,2120600,7737904,968032.5625,6769871.5,816,9482.73046875,1186.31005859375,8296.41015625,6608394.83,1082349.67,5526045.16,681944.96,12682,0.0724999979138374,81835395.2,46511127.32,35324267.88,0,0,0,6309845.5,3380463.75,2929381.75,12918241,4462813.5,8455427,919,14056.849609375,4856.16015625,9200.6796875,7317791.05,1055573.92,6262217.13,709534.45,12564,0.066200003027916,74209766.5499999,24237336.63,49972429.92,0,0,0,4912687,1604511.75,3308175,12230478,2660085.75,9570392,832,14700.08984375,3197.21997070313,11502.8798828125,2024,56.7,56.2,48.9,12746.56,9666.66,3079.9,53.9,2,
649194,649,Early County,194,Early County Elementary School,8416626.01,1057125.19,7359500.82,1639112.56,1928,0.438300013542175,2307442.97,317182.75,1990260.22,0,0,0,1011352.3125,139021.203125,872331.0625,9427978,1196146.375,8231832,845,11157.3701171875,1415.56005859375,9741.8095703125,9968534.36,2303603.87,7664930.49,1266919.06,1602,0.415100008249283,3455377.86,907060.7,2548317.16,0,0,0,1434327.375,376520.90625,1057806.5,11402862,2680124.75,8722737,665,17147.16015625,4030.26000976563,13116.900390625,9414151.1,1731169.66,7682981.44,1450191.13,1479,0.411799997091293,3999804.5,1404725.59,2595078.91,0,0,0,1647119.5,578466,1068653.5,11061271,2309635.75,8751635,609,18163.009765625,3792.51000976563,14370.5,2024,66.1,61.8,60.8,15489.18,12409.74,3079.44,62.9,1.5,
637196,637,Cook County,196,Cook Primary School,5480268.80999999,722091.79,4758177.02,1484177.04,2960,0.217899993062019,4207926.27,396582.41,3811343.86,0,0,0,916907.125,86415.3046875,830491.8125,6397176,808507.125,5588669,645,9918.099609375,1253.5,8664.599609375,8402902.33,1376053.72,7026848.61,1989701.72,2926,0.22859999537468,7274630.51000001,2417308.94,4857321.57,0,0,0,1662980.5,552596.8125,1110383.75,10065883,1928650.5,8137232.5,669,15046.16015625,2882.88989257813,12163.2802734375,9075028.98,2902398.81,6172630.17,2036835.65,2883,0.217099994421005,6257190.17,1209185.16,5048005.01,0,0,0,1358436,262514.09375,1095921.875,10433465,3164913,7268552,626,16666.880859375,5055.77001953125,11611.1103515625,2024,63,72.8,76.5,13877.05,10813,3064.05,70.8,2.5,
6353054,635,Colquitt County,3054,Okapilco Elementary School,4260648.66,336047.44,3924601.22,616010.02,9013,0.0500000007450581,12900097.35,1208796.58,11691300.77,0,0,0,645004.875,60439.828125,584565.0625,4905653.5,396487.28125,4509166.5,451,10877.2802734375,879.130004882813,9998.150390625,5566792.7,1137232.6,4429560.1,943309.61,8291,0.0368999987840652,19578917.37,6902910.76,12676006.61,0,0,0,722462,254717.40625,467744.625,6289254.5,1391950,4897304.5,306,20553.119140625,4548.85986328125,16004.259765625,5582722.51,902405.26,4680317.25,2478055.12,8336,0.0359000004827976,20340157.98,6159067.34,14181090.64,0,0,0,730211.6875,221110.515625,509101.15625,6312934,1123515.75,5189418.5,299,21113.490234375,3757.580078125,17355.91015625,2024,72.2,71.2,56.5,17514.63,14452.77,3061.86,66.6,1.5,
619213,619,Calhoun County,213,Calhoun County Middle School,1081697.65,69373.34,1012324.31,36507.54,530,0.258500009775162,2041571.5,261590.88,1779980.62,0,0,0,527746.25,67621.2421875,460125,1609443.875,136994.578125,1472449.25,137,11747.76953125,999.960021972656,10747.7998046875,1429071.74,196196.57,1232875.17,96180.61,451,0.217299997806549,2449693.25,581749.06,1867944.19,0,0,0,532318.3125,126414.0703125,405904.28125,1961390,322610.625,1638779.5,98,20014.1796875,3291.94995117188,16722.240234375,1542055.11,308782.61,1233272.5,108808.94,413,0.24940000474453,2986355.94,775861.04,2210494.9,0,0,0,744797.1875,193499.75,551297.4375,2286852.25,502282.375,1784570,103,22202.44921875,4876.52978515625,17325.919921875,2024,61.8,69.5,52.4,17988.13,14931.99,3056.15,61.2,1.5,
629191,629,Clarke County,191,Cleveland Road Elementary School,3826622.07,154366.07,3672256,392392.93,12595,0.0214000009000301,27392933.66,6663304.78,20729628.88,0,0,0,586208.8125,142594.734375,443614.0625,4412831,296960.8125,4115870,269,16404.580078125,1103.93994140625,15300.6298828125,5694827.58,734510.5,4960317.08,507483.3,11516,0.0210999995470047,55405961.2,15327817.72,40078143.48,0,0,0,1169065.75,323416.9375,845648.8125,6863893.5,1057927.5,5805966,243,28246.470703125,4353.60986328125,23892.859375,6053393.08,627689.53,5425703.55,534272.24,11528,0.0203000009059906,65270573.9900001,11628888.42,53641685.57,0,0,0,1324992.75,236066.453125,1088926.25,7378386,863756,6514630,234,31531.560546875,3691.26000976563,27840.30078125,2024,78.6,71.6,69.3,25394.2,22344.6,3049.6,73.2,2,
669105,669,Hall County,105,Lanier College and Career Academy,3446470.83,3472.81,3442998.02,289525.61,26661,0.00789999961853027,45723529.12,5638366.41,40085162.71,0,0,0,361215.875,44543.09375,316672.78125,3807686.75,48015.90234375,3759670.75,211,18045.91015625,227.559997558594,17818.349609375,4498797.73,624115.85,3874681.88,396441.19,26924,0.00600000005215406,59668601.32,11030105.59,48638495.73,0,0,0,358011.625,66180.6328125,291830.96875,4856809.5,690296.5,4166512.75,161,30166.51953125,4287.56005859375,25878.9609375,5080786.11,715636.24,4365149.87,412719.05,26879,0.0063999998383224,64084238.28,10900409.94,53183828.34,0,0,0,410139.125,69762.625,340376.5,5490925,785398.875,4705526.5,171,32110.669921875,4592.97998046875,27517.69921875,2024,48,37.7,37.4,26774.37,23738.34,3036.03,41,0.5,
611108,611,Bibb County,108,Ballard Hudson Middle School,5681976.61,695345.78,4986630.83,731112.01,21230,0.0329999998211861,43795687.5,8034665.49,35761022.01,0,0,0,1603897.125,267303.59375,1336593.625,7285873.5,962649.375,6323224.5,701,10393.5400390625,1373.25,9020.2900390625,6372179.72,1362449.95,5009729.77,677101.18,20476,0.0362999998033047,79677706.86,32449456.68,47228250.18,0,0,0,3231602.25,1306386.625,1925215.75,9603782,2668836.5,6934945.5,744,12908.3095703125,3587.14990234375,9321.16015625,7326011.87,1988413.46,5337598.41,841169.1,20447,0.0315000005066395,76258279.9599999,21565558.9,54692721.06,0,0,0,2402135.75,679315.125,1722820.75,9728148,2667728.5,7060419,644,15105.8203125,4142.43994140625,10963.3798828125,2024,60.3,54.4,40.3,12802.56,9768.28,3034.28,51.7,2,
647105,647,Dougherty County,105,Robert H Harvey Elementary School,4485191.37,540043.4,3945147.97,489704.34,13781,0.0421999990940094,36735084.88,5854466.47,30880618.41,0,0,0,1550220.5,247058.484375,1303162.125,6035412,787101.875,5248310,581,10387.9697265625,1354.73999023438,9033.240234375,4567779.76,463769.68,4104010.08,454074.47,12682,0.0308999996632338,81835395.2,46511127.32,35324267.88,0,0,0,2528713.75,1437193.875,1091519.875,7096493.5,1900963.5,5195530,392,18103.30078125,4849.39990234375,13253.900390625,4430409.99,397720.4,4032689.59,478235.54,12564,0.0329999998211861,74209766.5499999,24237336.63,49972429.92,0,0,0,2448922.25,799832.125,1649090.125,6879332,1197552.5,5681779.5,414,16616.740234375,2892.63989257813,13724.1103515625,2024,59.9,70.5,50.2,15036,12003.75,3032.26,60.2,1.5,
761123,761,Atlanta Public Schools,123,The Kindezi School,7720901.15,326191.38,7394709.77,1939711.06,40154,0.0103000001981854,189665292.71,16112002.97,173553289.72,238790.76,10088.39,228702.36,243562.765625,10088.3896484375,233474.359375,7964464,336279.78125,7628184,414,19237.83984375,812.27001953125,18425.560546875,8895687.35,139859.75,8755827.6,0,37162,0.0115000000223517,317658619.62,69701144.91,247957474.72,275124.35,4325.56,270798.79,275124.34375,4325.56005859375,270798.78125,9170812,144185.3125,9026626,427,21477.310546875,337.670013427734,21139.640625,9768767.66,2926907.9,6841859.76,8284189.06,37529,0.0100999996066093,361642054.67,54006398.81,307635655.84,302126.83,90522.92,211603.91,302126.84375,90522.921875,211603.90625,10070895,3017430.75,7053463.5,380,26502.359375,7940.60986328125,18561.75,2024,59.3,63.3,65.2,22405.84,19375.65,3030.18,62.6,1.5,
743207,743,Twiggs County,207,Twiggs Middle School,1448198.47,74065.64,1374132.83,119573.68,746,0.238600000739098,2144702.15,436895.71,1707806.44,0,0,0,511725.9375,104243.3203125,407482.625,1959924.375,178308.953125,1781615.5,178,11010.8095703125,1001.73999023438,10009.080078125,1945010.76,496916.38,1448094.38,38537.14,683,0.256199985742569,4114585.99,1200745.54,2913840.45,0,0,0,1054156.875,307631,746525.875,2999167.75,804547.375,2194620.25,175,17138.099609375,4597.41015625,12540.6904296875,1729950.07,265229.83,1464720.24,190061.3,701,0.229699999094009,4172071.7,1268740.3,2903331.4,0,0,0,958324.875,291429.65625,666895.25,2688275,556659.5,2131615.5,161,16697.359375,3457.51000976563,13239.849609375,2024,66.4,59.5,70.2,14948.76,11929.87,3018.89,65.4,1.5,
6475058,647,Dougherty County,5058,Radium Springs Elementary School,4054539.9,374945.86,3679594.04,488270.45,13781,0.0392999984323978,36735084.88,5854466.47,30880618.41,0,0,0,1443688.75,230080.515625,1213608.25,5498228.5,605026.375,4893202.5,541,10163.080078125,1118.34997558594,9044.740234375,4504763.55,462111.82,4042651.73,475312.83,12682,0.032600000500679,81835395.2,46511127.32,35324267.88,0,0,0,2667834,1516262.75,1151571.125,7172597.5,1978374.625,5194223,414,17325.119140625,4778.68017578125,12546.4296875,4823696.98,481123.46,4342573.52,610962.68,12564,0.032200001180172,74209766.5499999,24237336.63,49972429.92,0,0,0,2389554.5,780442.25,1609112.25,7213251.5,1261565.75,5951686,405,17810.5,3114.97998046875,14695.51953125,2024,63.9,63.7,70.6,15099.57,12095.56,3004,66.1,1.5,
6473062,647,Dougherty County,3062,Turner Elementary School,4010458.96,419110.06,3591348.9,363987.66,13781,0.0346000008285046,36735084.88,5854466.47,30880618.41,0,0,0,1271034,202564.546875,1068469.375,5281493,621674.625,4659818.5,477,11072.3095703125,1303.30004882813,9769.009765625,4633850.07,449490.45,4184359.62,457048.57,12682,0.0346999987959862,81835395.2,46511127.32,35324267.88,0,0,0,2839688,1613936,1225752,7473538,2063426.5,5410111.5,440,16985.310546875,4689.60986328125,12295.7099609375,4827235.61,470446,4356789.61,456682.68,12564,0.034400001168251,74209766.5499999,24237336.63,49972429.92,0,0,0,2552816,833764.4375,1719051.625,7380051.5,1304210.5,6075841,432,17083.44921875,3019.01000976563,14064.4501953125,2024,70.1,59.8,64.2,15047.02,12043.06,3003.97,64.7,1.5,
646205,646,Dooly County,205,Dooly County Prep Academy,26326.59,0,26326.59,0,1157,0.00689999992027879,1784917.78,325273.43,1459644.35,0,0,0,12315.9326171875,2244.38671875,10071.5458984375,38642.5234375,2244.38671875,36398.13671875,8,4830.31982421875,280.549987792969,4549.77001953125,204582.25,16947.61,187634.64,0,1053,0.011400000192225,5468458.03,2268131.85,3200326.18,0,0,0,62340.421875,25856.703125,36483.71875,266922.6875,42804.3125,224118.359375,12,22243.560546875,3567.03002929688,18676.529296875,269625.76,15580.99,254044.77,0,1047,0.00570000009611249,6577320.46,2692745.98,3884574.48,0,0,0,37490.7265625,15348.65234375,22142.07421875,307116.5,30929.642578125,276186.84375,6,51186.078125,5154.93994140625,46031.140625,2024,,,,26086.65,23085.81,3000.84,,,This school is missing one or more years of PPE or Single Score data
6471058,647,Dougherty County,1058,Monroe High School,8052860.75,1095544.28,6957316.47,11561822.65,13781,0.0790000036358833,36735084.88,5854466.47,30880618.41,0,0,0,4356982.5,471862.59375,3885120,12409843,1567406.875,10842436,1089,11395.6298828125,1439.31005859375,9956.3203125,8806376.86,1067586.49,7738790.37,1320976.28,12682,0.0850000008940697,81835395.2,46511127.32,35324267.88,0,0,0,8542374,3963306.25,4579067.5,17348750,5030892.5,12317858,1078,16093.4599609375,4666.8798828125,11426.580078125,9743115.4,1120942,8622173.4,1229543.32,12564,0.0926999971270561,74209766.5499999,24237336.63,49972429.92,0,0,0,6879245,2246801,4632444,16622360,3367743,13254617,1165,14268.1201171875,2890.77001953125,11377.349609375,2024,74.2,55.1,64.8,13919.07,10920.08,2998.99,64.7,2,
611705,611,Bibb County,705,Union Elementary School,4241045.9,436451.7,3804594.2,598425.73,21230,0.0212999992072582,43795687.5,8034665.49,35761022.01,0,0,0,932848.125,171138.375,761709.75,5173894,607590.0625,4566304,452,11446.669921875,1344.22998046875,10102.4404296875,4655776.66,1172296.73,3483479.93,4454223.11,20476,0.0221999995410442,79677706.86,32449456.68,47228250.18,0,0,0,1768845,720377.9375,1048467.125,6424621.5,1892674.625,4531947,454,14151.150390625,4168.89013671875,9982.259765625,5267842.47,1046940.91,4220901.56,848567.49,20447,0.0214000009000301,76258279.9599999,21565558.9,54692721.06,0,0,0,1631927.25,461502.96875,1170424.25,6899769.5,1508443.875,5391326,437,15788.9501953125,3451.82006835938,12337.1298828125,2024,63.3,43.8,57.7,13795.59,10807.28,2988.31,54.9,1.5,
7615562,761,Atlanta Public Schools,5562,Joseph Humphries Elementary School,4171679.63,346585.42,3825094.21,557768.55,40154,0.00700000021606684,189665292.71,16112002.97,173553289.72,0,0,0,1331817.375,112784.0234375,1219033.375,5503497,459369.4375,5044127.5,280,19655.349609375,1640.60998535156,18014.740234375,5047095.21,549217.05,4497878.16,154585.63,37162,0.00650000013411045,317658619.62,69701144.91,247957474.72,0,0,0,2064781.125,453057.4375,1611723.625,7111876.5,1002274.5,6109602,242,29387.919921875,4141.6298828125,25246.2890625,5587679.43,398988.09,5188691.34,190135.71,37529,0.0063999998383224,361642054.67,54006398.81,307635655.84,0,0,0,2314509,345640.9375,1968868.125,7902188.5,744629,7157559.5,239,33063.55078125,3115.60009765625,29947.94921875,2024,50.4,73.1,68.6,27368.94,24402.99,2965.95,64,1.5,
6111054,611,Bibb County,1054,Bernd Elementary School,3425948.67,351489.26,3074459.41,450297.55,21230,0.0199999995529652,43795687.5,8034665.49,35761022.01,0,0,0,875913.75,160693.3125,715220.4375,4301862.5,512182.5625,3789679.75,425,10122.0302734375,1205.14001464844,8916.8896484375,4363195.37,799894.76,3563300.61,521483.93,20476,0.0186999998986721,79677706.86,32449456.68,47228250.18,0,0,0,1489973.125,606804.8125,883168.25,5853168.5,1406699.625,4446469,383,15282.419921875,3672.84008789063,11609.580078125,5002326.63,1123725.21,3878601.42,979839.37,20447,0.0185000002384186,76258279.9599999,21565558.9,54692721.06,0,0,0,1410778.25,398962.84375,1011815.375,6413105,1522688,4890417,379,16921.119140625,4017.64990234375,12903.4697265625,2024,68.2,43.2,75.5,14108.52,11143.31,2965.21,62.3,2,
7261050,726,Spalding County,1050,Anne Street Elementary School,2871234.39,231288.93,2639945.46,461416.34,9847,0.0372000001370907,27781195.7,4581875.98,23199319.72,0,0,0,1033460.5,170445.78125,863014.6875,3904695,401734.71875,3502960.25,366,10668.5703125,1097.64001464844,9570.9296875,2671284.23,775432.96,1895851.27,533709.96,9081,0.0296999998390675,40943645.19,9715543.95,31228101.24,0,0,0,1216026.25,288551.65625,927474.625,3887310.5,1063984.625,2823326,270,14397.4501953125,3940.67993164063,10456.759765625,3698459.19,703083.05,2995376.14,498068.62,8882,0.0313999988138676,42861712.37,11842451.96,31019260.41,0,0,0,1345857.75,371852.96875,974004.75,5044317,1074936,3969381,279,18079.990234375,3852.82006835938,14227.169921875,2024,58.4,61.7,52.8,14382,11418.29,2963.71,57.6,1.5,
611103,611,Bibb County,103,Skyview Elementary School,3887116.35,272618.69,3614497.66,815026.74,21230,0.0195000004023314,43795687.5,8034665.49,35761022.01,0,0,0,854015.9375,156675.984375,697339.9375,4741132.5,429294.6875,4311837.5,415,11424.419921875,1034.44995117188,10389.9697265625,4669133.07999999,878703.41,3790429.67,847970.84,20476,0.0201999992132187,79677706.86,32449456.68,47228250.18,0,0,0,1609489.625,655479,954010.625,6278622.5,1534182.375,4744440.5,414,15165.75,3705.75,11460,5321600.75,1164761.79,4156838.96,1024969,20447,0.0188999995589256,76258279.9599999,21565558.9,54692721.06,0,0,0,1441281.5,407589.0625,1033692.375,6762882.5,1572350.875,5190531.5,387,17475.150390625,4062.919921875,13412.23046875,2024,75.6,69.7,83.8,14688.44,11754.07,2934.37,76.4,2,
699100,699,Meriwether County,100,Unity Elementary School (PK-5),2765807.74,182880.03,2582927.71,524439.83,2377,0.120300002396107,4518292.49,803871.13,3714421.36,0,0,0,543550.625,96705.6953125,446844.90625,3309358.25,279585.71875,3029772.5,286,11571.1796875,977.570007324219,10593.6103515625,4571288.7,875023.89,3696264.81,768073.56,2176,0.170000001788139,8320122.24,3663755.85,4656366.39,0,0,0,1414420.75,622838.5,791582.3125,5985709.5,1497862.375,4487847,370,16177.58984375,4048.28002929688,12129.3203125,5274201.42,667324.14,4606877.28,866441.55,2117,0.171900004148483,9498147.21,4081351.06,5416796.15,0,0,0,1632731.5,701584.25,931147.25,6906933,1368908.375,5538024.5,364,18975.08984375,3760.73999023438,15214.349609375,2024,71.6,63.1,56.8,15574.62,12645.76,2928.86,63.8,1.5,
6472052,647,Dougherty County,2052,Dougherty Comprehensive High School,8332504,1026261.62,7306242.38,3640588.88,13781,0.0826999992132187,36735084.88,5854466.47,30880618.41,0,0,0,4559743,493957.75,4065785,12892248,1520219.375,11372027,1139,11318.919921875,1334.69995117188,9984.2197265625,9443564.25,1070025.36,8373538.89,1217494.51,12682,0.0948999971151352,81835395.2,46511127.32,35324267.88,0,0,0,9537862,4424918.5,5112944,18981428,5494944,13486483,1204,15765.3095703125,4563.91015625,11201.400390625,10344093.25,1131617.64,9212475.61,1505561.93,12564,0.0944000035524368,74209766.5499999,24237336.63,49972429.92,0,0,0,7005402,2288004.75,4717397.5,17349496,3419622.5,13929873,1186,14628.580078125,2883.32006835938,11745.259765625,2024,67.2,61.3,62.2,13904.27,10976.96,2927.31,63.6,2,
611104,611,Bibb County,104,Burdell Elementary School,4406291.19,389641.87,4016649.32,593107.59,21230,0.0212999992072582,43795687.5,8034665.49,35761022.01,0,0,0,932848.125,171138.375,761709.75,5339139.5,560780.25,4778359,453,11786.1796875,1237.93005371094,10548.25,4832445.99,1067663.36,3764782.63,695133.54,20476,0.0201999992132187,79677706.86,32449456.68,47228250.18,0,0,0,1609489.625,655479,954010.625,6441935.5,1723142.375,4718793.5,413,15597.91015625,4172.259765625,11425.650390625,5278166.58,939496.39,4338670.19,833882.08,20447,0.0198999997228384,76258279.9599999,21565558.9,54692721.06,0,0,0,1517539.75,429154.625,1088385.125,6795706.5,1368651,5427055.5,406,16738.189453125,3371.06005859375,13367.1298828125,2024,83.7,75.6,76.4,14707.43,11780.34,2927.08,78.6,2,
7612560,761,Atlanta Public Schools,2560,Charles L. Gideons Elementary School,5810686.84,233647.61,5577039.23,13266238.67,40154,0.00889999978244305,189665292.71,16112002.97,173553289.72,0,0,0,1693323.375,143396.828125,1549926.5,7504010,377044.4375,7126965.5,357,21019.640625,1056.15002441406,19963.490234375,6526038.88,132610.21,6393428.67,56439.74,37162,0.00860000029206276,317658619.62,69701144.91,247957474.72,0,0,0,2731864.25,599429.875,2132434.25,9257903,732040.0625,8525863,321,28840.8203125,2280.5,26560.3203125,7168049.75,1079131.56,6088918.19,194472.46,37529,0.00719999987632036,361642054.67,54006398.81,307635655.84,0,0,0,2603822.75,388846.0625,2214976.75,9771872,1467977.625,8303895,271,36058.5703125,5416.89013671875,30641.6796875,2024,63.7,56.1,61.1,28639.68,25721.83,2917.85,60.3,1.5,
6111307,611,Bibb County,1307,Southfield Elementary School,6363168.95,757492.53,5605676.42,1057811.25,21230,0.0392000004649162,43795687.5,8034665.49,35761022.01,0,0,0,1716791,314958.90625,1401832.125,8079960,1072451.375,7007508.5,833,9699.830078125,1287.4599609375,8412.3798828125,6701045.44,1621167.5,5079877.94,959779.48,20476,0.0333999991416931,79677706.86,32449456.68,47228250.18,0,0,0,2661235.25,1083811.875,1577423.5,9362281,2704979.25,6657301.5,683,13707.58984375,3960.43994140625,9747.150390625,7077572.55,1534950.3,5542622.25000001,1200364.15,20447,0.0308999996632338,76258279.9599999,21565558.9,54692721.06,0,0,0,2356380.75,666375.75,1690005,9433953,2201326,7232627.5,631,14950.7998046875,3488.6298828125,11462.169921875,2024,61.6,43.9,57.9,12786.07,9873.9,2912.18,54.5,2,
757205,757,Wilkes County,205,Washington-Wilkes Elementary School,1840313.39,191742.56,1648570.83,953012.07,1398,0.161699995398521,2543858.35,19423.85,2524434.5,0,0,0,411341.875,3140.83642578125,408201.0625,2251655.25,194883.390625,2056771.875,226,9963.080078125,862.320007324219,9100.759765625,2320903.68,532534.21,1788369.47,693560.45,1195,0.163200005888939,3067356.46,258151.35,2809205.11,0,0,0,500592.59375,42130.30078125,458462.28125,2821496.25,574664.5,2246831.75,195,14469.2099609375,2947,11522.2099609375,2677270.41,751814.11,1925456.3,955344.25,1168,0.137799993157387,3504835.33,295345.69,3209489.64,0,0,0,482966.28125,40698.6328125,442267.65625,3160236.75,792512.75,2367724,161,19628.80078125,4922.43994140625,14706.3603515625,2024,84.1,73,59.1,14687.03,11776.44,2910.59,72.1,2,
6811050,681,Jefferson County,1050,Carver Elementary School,2239782.56,265526.91,1974255.65,336605.05,2354,0.0807000026106834,2436106.08,495321.59,1940784.49,0,0,0,196593.765625,39972.453125,156621.3125,2436376.25,305499.375,2130877,190,12823.0302734375,1607.89001464844,11215.1396484375,2688603.95,497698.38,2190905.57,725956.14,1937,0.0856999978423119,2893806.57,601084.01,2292722.56,0,0,0,247999.21875,51512.8984375,196486.3125,2936603.25,549211.25,2387392,166,17690.380859375,3308.5,14381.8798828125,2853145.8,575429.53,2277716.27,7957503.38,1915,0.088299997150898,3172860.08,757880.43,2414979.65,0,0,0,280163.53125,66920.8359375,213242.703125,3133309.25,642350.375,2490959,169,18540.2890625,3800.88989257813,14739.400390625,2024,56.9,54.1,65.2,16351.23,13445.47,2905.76,58.7,1,
7613051,761,Atlanta Public Schools,3051,Beecher Hills Elementary School,4575506.75,386960.35,4188546.4,10363268.56,40154,0.00669999979436398,189665292.71,16112002.97,173553289.72,0,0,0,1274754.5,107950.4140625,1166804.125,5850261,494910.75,5355350.5,270,21667.630859375,1833,19834.630859375,5165132.88,368057.3,4797075.58,232794.55,37162,0.0059000002220273,317658619.62,69701144.91,247957474.72,0,0,0,1874185.875,411236.78125,1462949.125,7039319,779294.0625,6260024.5,219,32143.009765625,3558.419921875,28584.58984375,6085630.25,431835.06,5653795.19,278678.91,37529,0.00620000017806888,361642054.67,54006398.81,307635655.84,0,0,0,2242180.75,334839.6875,1907341.125,8327811,766674.75,7561136.5,231,36051.12890625,3318.93994140625,32732.189453125,2024,70.8,86,65.6,29953.92,27050.47,2903.45,74.1,2,
792117,792,Valdosta City,117,Pinevale Elementary School,4638829.18,628151.52,4010677.66,806839.19,8171,0.0676999986171722,15667351.74,2025794.9,13641556.84,0,0,0,1060679.75,137146.3125,923533.375,5699509,765297.8125,4934211,553,10306.5302734375,1383.90002441406,8922.6201171875,6081324.72,1469488.2,4611836.52,1235258.89,8001,0.065200001001358,20766073.72,7419067.32,13347006.4,0,0,0,1353948,483723.1875,870224.8125,7435272.5,1953211.375,5482061.5,522,14243.8203125,3741.78002929688,10502.0302734375,5726658.18,1333223.66,4393434.52,1257048.02,8135,0.0623999983072281,22702690.81,7731633.21,14971057.6,0,0,0,1416647.875,482453.90625,934194,7143306,1815677.625,5327628.5,508,14061.6298828125,3574.169921875,10487.4599609375,2024,72.1,68.2,62.9,12870.66,9970.7,2899.95,67.7,2.5,
